,"March 20, 2020 ‚ The Governor issued the second supplemental state of emergency proclamation, instructed appropriate agencies to take the necessary steps and issue the appropriate documents to expedite the movement of vehicles transporting emergency equipment, services, and supplies."
,"March 20, 2020 ‚ The Governor issued authorization to the Adjutant General with the Alabama National Guard to activate up to 100 guardsmen."
,"March 21, 2020 ‚ The Governor announced small businesses are eligible for assistance under the U.S. Small Business Administration‚Äôs Economic Injury Disaster Loan (EIDL) program."
,"March 23, 2020 ‚ The Governor announced that the state income tax filing due date is extended from April 15, 2020, to July 15, 2020."
,"March 23, 2020- The Centers for Medicare & Medicaid Services (CMS) approved Alabama‚Äôs request for a Section 1135 Medicaid waiver. The approved waiver enables Alabama to provide flexibilities in Medicaid provider screening and enrollment and forgo certain pre-admission screening and annual resident review assessments in the state‚Äôs Medicaid program."
,"March 26, 2020 ‚  The Governor issued a memo on flexibilities for unemployment insurance claims. The state is waiving the work search, wait week, and good cause provisions and waiving all charges against employers who file partial unemployment compensation claims on behalf of their employees, until further notice."
,"March 26, 2020 ‚ The Governor announced the fourth supplemental State of Emergency with the following provisions: Requires all public K-12 schools to implement a plan to complete the 2019-2020 school year using alternate methods of instruction; Extends the licensure period applicable to emergency medical services personnel and provides services; Allows notaries to notarize signatures through videoconferences; Allows state agencies to create and retain electronic records and send and accept electronic signatures; Authorizes law enforcement officers to issue summons and complaint in lieu of custodial arrest for any violation or misdemeanor in certain circumstances; and Permits the county or municipality to set a fee schedule for the summons and complaint that is concurrent with the bail fee and court costs associated with a custodial arrest for the same crime."
,
,
,
,
,
,
,"March 27, 2020 ‚ The State Health Officer announced an order with the following provisions:"
,"Suspending all non-work-related gatherings of 10 persons or more, or non-work-related gatherings of any size that cannot maintain a consistent six-foot distance between persons;"
,"Suspending all dental, medical, or surgical procedures with emergency medical exception;"
,Prohibiting visitors to all Hospitals and Nursing Home/Long Term Care Facilities (including Assisted Living and Specialty Care Assisted Living Facilities); and
,"Closing in-person instruction or classes at all schools, public and private"
,"March 31, 2020 ‚ The U.S. Department of Agriculture (USDA) has approved the Alabama Department of Education (ALSDE), Child Nutrition Programs waiver request for the restrictions on site eligibility requirements."
,"April 2, 2020 ‚ The Governor issued their fifth supplemental state of emergency to adopt measures to expand the capacity of the health care workforce."
,"April 3, 2020 ‚ The Governor issued a Stay-at-Home order statewide. The order will be effective beginning Saturday, April 4, at 5:00 p.m. and will expire Thursday, April 30, 2020 at 5:00 p.m."
,"April 3, 2020 ‚ The Governor issued their sixth supplemental state of emergency to cease enforcement of any order that would result in the displacement of a person from their place of residence."
,"April 3, 2020 ‚ The Governor announced the Office of Volunteer Services in partnership with the Alabama Department of Public Health (ADPH) to launch ReadyOp. The program will collect volunteers and potential reserve staff‚Äôs information and send out alerts if the help of qualified retired health professionals and medical students and related professionals is needed to support efforts."
,"April 6, 2020 ‚ The Governor announced the creation of altogetheralabama.org, a hub for information about the state‚Äôs response."
,"April 7, 2020 ‚ The Governor announced the ‚ÄúRibbons of Hope‚Äù campaign to encourage the people of Alabama to tie ribbons around a tree or pole in their front yard as a symbol to remind everyone to pray for medical personnel, first responders, and for one another."
,"April 7, 2020 ‚ The Governor announced the launch of a job-matching site targeted at those who have lost their job as a result of COVID-19."
,"April 9, 2020 ‚ The Alabama Department of Labor announced they have begun paying the Federal Pandemic Unemployment Compensation (FPUC) benefit that was established with the passing of the federal CARES Act. ADOL paid $40,060,495 in FPUC benefits to 60,848 claimants as of April 8, 2020."
,"April 13, 2020 ‚ The Governor issued a supplemental emergency proclamation, which directs the Board of Pardons and Paroles to resume parole hearings."
,"April 8, 2020 ‚ The Governor awarded $580,000 to give a lift to innovation and entrepreneurship to help support the Alabama Launchpad, a program that encourages entrepreneurship in the state and nurtures new businesses."
,"April 16, 2020 ‚ The Governor announced the launch of new COVID-19 drive-thru testing sites in Adamsville and Montgomery. The testing sites are supported by Walmart and Quest Diagnostics and will be available to anyone who may be exhibiting symptoms, as well as all health care workers and first responders."
,"April 17, 2020 ‚ The Alabama Coronavirus Task Force announced recommendations to the Governor regrading reopening the state with a focus on small business."
,"April 28, 2020 ‚ The Governor issued a Safer at Home order to re-open portions of the Alabama economy on Thursday, April 30th at 5:00 PM. The order will require strict sanitation and social distancing guidelines and will expire on Friday, May 15, 2020 at 5:00 PM."
,"May 8, 2020 ‚ The Governor issued an amended Safer at Home Order. The order which includes an expanded list of items including non-work-related gatherings, retailers, athletic facilities and others to reopen will be effective Monday, May 11, 2020 and will expire on Friday, May 22, 2020 at 5:00 PM."
,"May 8, 2020 ‚ The Governor issued their eighth Supplemental State of Emergency providing liability protections for businesses and health care providers among other provisions."
,"May 8, 2020 ‚ The Governor issued their ninth Supplemental State of Emergency providing operating loans and lines of credit financing to rural electric cooperatives, guidance on the administration of the July 14, 2020 Runoff election, protection against evictions based on nonpayment, and extension of the State of Emergency for another sixty days."
,"May 8, 2020 ‚ The Centers for Medicare and Medicaid Services (CMS) approved Alabama‚Äôs second request for a Medicaid 1135 waiver. The waiver allows Alabama to provide flexibilities in Medicaid provider screening and enrollment and to lift prior authorization requirements."
,"May 18, 2020 ‚ The Alabama Legislature approved Senate Bill 161 after the governor issued an executive amendment outlining state expenditures for the Coronavirus, Aid, Relief, and Economic Security (CARES) Act."
,"May 20, 2020 ‚ The Governor announced that the state will receive $3,299,821 in Coronavirus Aid, Relief, and Economic Security Act (CARES Act) funding to provide economic relief to qualifying applicants in the state‚Äôs seafood industry."
,"May 21, 2020 ‚ The Governor issued an amended Safer at Home Order to be applied Statewide. The order includes an expanded list of items to reopen such as athletic activities, theaters, childcare facilities, and summer camps. The order is effective Friday, May 22, 2020 at 5:00 p.m. and will expire on Friday, July 3, 2020 at 5:00 p.m."
,"May 21, 2020 ‚ The Governor announced Alabama Department of Public Health is partnering with Apple and Google to use their contact tracing app to track those who may have been exposed using Bluetooth signals."
,"June 5, 2020 ‚ The Governor announced that 20 community action agencies would be awarded Community Service Block Grants valued at more than $17 million. The funds will be used to provide relief for Alabamians who faced unemployment and economic difficulties."
,"June 9, 2020 ‚ The Governor issued the eleventh supplemental State of Emergency for the pandemic."
,"June 9, 2020 ‚ The Alabama Department of Revenue extended the time for obtaining motor vehicle registrations and paying property taxes on vehicles and associated penalty charges."
,"June 25, 2020 ‚ The Governor announced a Broadband Working Group to gather input and guidance on allocation of $300 million of CARES Act monies for expenditures related to technology and infrastructure related to remote instruction and learning."
,"June 29, 2020 ‚ The Governor announced the state will use $30 million in federal COVID relief funding to expand coronavirus testing on college campuses, and to lay the groundwork for having students and faculty return to campus."
,"June 30, 2020 ‚ The Governor issued an amendment to the Safer at Home Order extending it from July 3 to July 31 at 5:00 PM Eastern."
,"July 7, 2020 ‚ The Governor awarded $18.27 million of the Coronavirus Relief Fund to provide baseline testing for coronavirus and proactive surveillance of the virus for health care personnel and residents of nursing home facilities."
,"July 8, 2020 ‚ The Governor announced the Revive Alabama grant program that will reimburse small businesses up to a combined $100 million for expenses they have incurred due to operational interruptions caused by the pandemic and related business closures."
,"July 15, 2020 ‚ The Governor issued the fourteenth supplemental emergency proclamation containing an amended Safer at Home Order that includes a statewide mask requirement."
,"July 15, 2020 ‚ The Governor announced a statewide mask order that will run through July 31 and supersede any local orders."
,"July 20, 2020 ‚ The Governor announced $70 million to support the Alabama State Department of Education‚Äôs Education Health and Wellness Grant Program and $100 million to support the Educational Remote Learning Devices Grant Program."
,
Alaska,
,"March 3, 2020‚ The Division of Insurance sent a bulletin allowing access to drug refills during quarantine, promoting utilization of telemedicine, and stating their preparedness plan for COVID-19."
,"March 6, 2020‚ The Division of Insurance issued another bulletin regarding coverage requirements for cost sharing and coverage of respiratory viruses including COVID-19."
,"March 11, 2020‚ Governor Dunleavy issued a declaration of public health disaster emergency in response to the COVID-19 anticipated outbreak."
,"March 13, 2020 ‚ Governor Dunleavy and the Alaska Department of Health and Social Services issued the State of Alaska‚Äôs first COVID-19 health mandate suspending and limiting general public visitation to select state institutions."
,"Additionally, between March 16-30 there will be non-student contact days in which students will not be attending school and all after school activities will be suspended."
,"March 16, 2020 ‚ The Governor issued a second COVID-19 health mandate closing state operated libraries, archives, and museums to the public from March 17, 2020 through March 31, 2020. Additionally, residential school programs will begin the process of sending students to their families and home communities by March 27."
,"March 16, 2020 ‚ The Governor signed two pieces of legislation to help Alaska‚Äôs COVID-19 response and preparedness:"
,"House Bill 206 provides financial resources to the Department of Health and Social Services for COVID-19 preparedness and response including $4 million in state funds and provides open ended authority to accept any federal funds for COVID-19 response, as requested by the Governor on March 2."
,House Bill 29 requires health care insurers to provide coverage for telehealth benefits.
,"March 17, 2020 ‚ The Governor announced the creation of the Alaska Economic Stabilization Team to develop a plan to protect the state‚Äôs economy from the impact of COVID-19."
,"March 17, 2020 ‚ The Governor announced a ban on all bars, breweries, restaurants, food and beverage kiosks or trucks, and other establishments serving food or beverages for public dine-in service."
,"March 17, 2020 ‚ The Governor issued COVID-19 Health Mandate 004 pertaining to travelers coming into Alaska from CDC Level 3 countries (high risk) and anywhere outside of Alaska (medium risk) within the last 14 days. The Mandate also provides guidance for what travelers should do upon returning to Alaska."
,"March 17, 2020 ‚ The Governor announced COVID-19 Health Mandate 003 which closes all bars, breweries, restaurants, food and beverage kiosks or trucks, and other establishments serving food or beverages within in the State of Alaska to public dine-in service. All buffets and salad bars are likewise closed to self-service. The closure remains in effect until April 1, 2020 at 5 p.m."
,"March 20, 2020 ‚ The Governor unveiled the COVID-19 Economic Stabilization Plan, a statewide approach to provide urgent relief and protect the state‚Äôs economy."
,"March 21, 2020 ‚ The Governor announced businesses can now apply for the U.S. Small Business Administration‚Äôs (SBA) low-interest federal disaster loans for working capital to small businesses suffering substantial economic injury."
,"March 23, 2020 ‚ The Governor announced Health Mandate 009 Personal Care Services & Gatherings Statewide to limit all close contacts (people outside of a family unit) to be farther than six feet from each other to prevent the spread of the virus that causes COVID-19."
,"March 23, 2020 ‚ The Governor announced Health Mandate 010: International and Interstate Travel, Order for Self-Quarantine requiring all people arriving in Alaska, whether resident, worker or visitor, to self-quarantine for 14 days and monitor for illness."
,"March 26, 2020 ‚ The Governor signed House Bill 308 expands unemployment insurance benefits by waiving the one-week waiting period, increasing the weekly benefit for dependents from $24 to $75 per week."
,"March 26, 2020 ‚ The Governor signed Senate Bill 74 providing support for teachers and students in rural school districts that experience extremely high costs for internet. This legislation increases the minimum internet speed for all of Alaska‚Äôs schools from 10 megabits per second (Mbps) to 25 Mbps and will benefit 168 schools and 30 school districts."
,"March 26, 2020 ‚ The Governor issued the following health mandates:"
,"Health Mandate 011: Social Distancing ‚ Ordering individuals to practice social distancing, closure of non-essential businesses, and employers to take reasonable precautions."
,Heath Mandated 012: Intrastate Travel ‚ Prohibiting personal travel except as necessary to meet critical personal needs or work in critical infrastructure jobs.
,"April 2, 2020 ‚ The Governor issued an extension to Health Mandate 002 and 003 on State Libraries, Archives, Museums and Residential Schools and on Statewide Closure Restaurants, Bars, Entertainment."
,"April 2, 2020- The Centers for Medicare & Medicaid Services (CMS) approved Alaska‚Äôs request for a Section 1135 Medicaid waiver. The approved waiver enables Alaska to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements, allow for reimbursement facility services in alternative settings, extend fair hearing timelines, and waive public comment and tribal consultation requirements for certain changes to the Medicaid state plan."
,"April 3, 2020 ‚ The Governor amended COVID-19 Disaster Order of Suspension No. 2 to include additional suspensions of certain state government fees and fines."
,"April 7, 2020 ‚ The Governor announced April 10, 2020 as Alaska‚Äôs Day of Prayer and Hope, an interfaith day of prayer in which Alaskans are called upon to join in prayer and reflection for Alaska in the midst of the pandemic."
,"April 7, 2020 ‚ The Governor issued an update to the State of Alaska‚Äôs COVID-19 Health Mandate 005 on Elective Medical Procedures to preserve staff personal protective equipment (PPE) and patient care supplies."
,"April 10, 2020 ‚ The Governor announced the COVID-19 Disaster Order of Suspension No. 2 Appendix A ‚ Amendment 2 suspending certain fees, regulations, and statutes through May 11, 2020 unless otherwise noted."
,"April 13, 2020 ‚ The Governor issued the Health Mandate 014 on Non-Congregate Sheltering (NCS) allowing eligible emergency protective measures at the direction of state public health officials to be reimbursed, including costs for NCS for both state and local jurisdictions to protect vulnerable populations."
,"April 15, 2020 ‚ The Governor issued Health Mandate 015 on Services by Health Care Providers allowing health care facilities and providers to resume services that require minimal protective equipment and safety protocols on April 20, 2020. Beginning May 4, 2020, health care providers may perform non-urgent, or elective procedures, with defined safety protocols for patients and staff."
,"April 21, 2020 ‚ The Governor unveiled Phase One of the state‚Äôs approach to reopening segments of the Alaskan economy. Beginning Friday, April 24, 2020, the following businesses and industries may reopen, following rigorous health and safety standards:"
,Restaurants ‚ limited dine-in services
,Retail Stores ‚ limited in-store shopping
,"Personal Services Businesses (ie. barbers, nail salons, hairdressers) ‚ limited services"
,Non-Essential Businesses (ie. professional business services) ‚ limited services
,"April 21, 2020 ‚ The Governor announced the extension of the following COVID-19 Health Mandates:"
,"Health Mandate 10, International and Interstate Travel ‚ extended until May 19 (evaluated weekly);"
,"Health Mandate 11, Social Distancing ‚ extended until rescinded; and"
,"Health Mandate 12, Intrastate Travel ‚ extended until rescinded"
,"April 22, 2020 ‚ The Governor issued the State of Alaska‚Äôs 16th COVID-19 Health Mandate, the first in a series to responsibly reopen Alaska."
,"April 23, 2020 ‚ The Governor issued the State of Alaska‚Äôs 17th Health Mandate establishing standardized protective measures to be followed by all independent commercial fishing vessels operating within Alaskan waters and ports to ensure a safe, productive fishing season while protecting communities from the spread of COVID-19."
,"April 24, 2020 ‚ The Governor issued further guidance on the State of Alaska‚Äôs 16th COVID-19 Health Mandate, Phase I of the Reopen Alaska Responsibly Plan on social distancing, intrastate travel, social gatherings, and religious gatherings."
,"May 1, 2020 ‚ The Governor submitted a revised plan for the equitable distribution of the Federal Coronavirus Aid, Relief, and Economic Security (CARES) Act funding, which brings over $1.5 billion of relief to the State, to the State Legislative Budget and Audit Committee."
,"May 7, 2020 ‚ The Governor announced Phase 2 of the #ReopenAlaskaResponsibly Plan allowing restaurants, retail, non-essential business, bars, social and religious gatherings, indoor gyms, bowling alleys, theaters, and bingo to increase capacity while respecting social distancing."
,"May 11, 2020 ‚ A committee of the Alaska Legislature approved the Governor‚Äôs plan to spend $568.5 million to cities and boroughs, as much as $100 million for fishermen and fishing businesses of federal funding, and $289.3 million for small businesses that have not received aid from existing federal programs."
,"May 12, 2020 ‚ The  Governor directed the Department of Health and Social Services to work in coordination with federal partners to disperse funding to the Child Care Program Office (CCPO) in order to meet the need of childcare providers statewide."
,"May 12, 2020 ‚ The Governor issued the State of Alaska‚Äôs 18th COVID-19 Health permitting travel between communities on the road system and in-state travel by the Alaska Marine Highway System."
,"May 15, 2020 ‚ The Governor issued updates to the State of Alaska‚Äôs 10th and 17th COVID-19 Health Mandates. Health Mandate 10 on International and Interstate Travel, Order for Self-Quarantine, has been extended from May 19, 2020, to June 2, 2020. Additional guidance was issued on Enhanced Protective Measures for Seafood Processing Workers."
,Additional guidance regarding Commercial Fishing has been issued for COVID-19 Health Mandate 17 on Protective Measures for Independent Commercial Fishing Vessels.
,"May 19, 2020 ‚ The Governor announced plans for Phase Three of the state‚Äôs approach to reopening segments of the Alaskan economy in an effort to balance the ongoing need to slow the spread of COVID-19 with the critical need to resume economic activity in a reasonable and safe manner."
,"May 20, 2020 ‚ The Governor announced the Permanent Fund Dividend Division will begin distribution of the 2020 Permanent Fund Dividend (PFD) to eligible Alaskans on July 1, 2020 given the hard economic times."
,"May 20, 2020 ‚ The Governor announced on Friday, May 22 businesses & entities across the state may fully reopen."
,"June 3, 2020 ‚ The Governor issued updated guidance on COVID-19 Health Mandate 10 on Interstate and International Travel."
,
,
,
American Samoa,
,"March 2, 2020‚ Governor Moliga appointed a government taskforce to provide a plan for preparation and response to the covid-19 coronavirus."
,"March 21, 2020 ‚ The National Emergency Operations Centre (NEOC) has been activated per the National Disaster Management Plan (NDMP) under the National Disaster and Emergency Act 2007."
,"March 20, 2020 ‚ The Governor amended their declaration of continued public health emergency and state of emergency suspending all entry permits until further notice."
,"March 20, 2020 ‚ The Governor announced the closing of all public parks and facilities (toilets) will be closed starting March 22, 2020 until further notice."
,"March 25, 2020 ‚ The Governor issued an Executive Order 001 recognizing the Declared Public Health Emergency and State of Emergency, and imminent threat to public health. The order requires the immediate and comprehensive enforcement by the Commissioner of Public Safety, Director of Health, Attorney General, and other agency leaders."
,Business are also required to provide necessary supplies to the public and are prohibited from price gouging.
,"March 25, 2020 ‚ The Governor issued a second amendment to the Declared Public Health Emergency and State of Emergency with the following provisions:"
,"Suspending the restrictions on ‚Äúhazard pay‚Äù for medical personnel, first responders, and other employees with an increased risk and exposure;"
,Suspending the maximum grant of four (4) hours for excused absences to state personnel under quarantine or unable to attend work; and
,Partially suspending hearings as it relates to P5 immigrant applications for emergency technical assistance.
,"March 30, 2020 ‚ The Governor announced all state employees will move to a 50 percent staffing level for work days."
,"April 1, 2020 ‚ The Governor issued the second amended declaration of continued public health emergency and state of emergency suspending all entry permits until further notice."
,"May 1, 2020 ‚ The Governor issued the fourth amended Declaration of Continued Public Health Emergency and State of Emergency extending that will be in effect for thirty (30) days and will expire on June 1, 2020."
,"June 1, 2020 ‚ The Governor issued the fifth amended declaration of continued public health emergency and state of emergency for COVID-19 in effect for thirty (30) days and will expire on July 1, 2020. The current threat level remains as Code Blue."
,"June 18, 2020 ‚ The American Samoa Department of Health announced all returning travelers need to get a Medical Clearance within 3 days of arrival from Samoa Ministry of Health."
,"June 30, 2020 ‚ The Governor ordered cut hours and pay be restored for government employees stranded outside of the territory since March when local borders were shut down."
,"July 1, 2020 ‚ The Governor issued the sixth amended declaration of continued public health emergency and state of emergency that will be in effect for thirty (30) days and will expire on July 30, 2020. The declaration takes the following actions:"
,Authorizes the Department of Health to quarantine and isolate individuals for 14 days without notice;
,Suspends the restrictions on hazard pay;
,Suspends the maximum of four (4) hours for excused absence; and
,Partially suspends its hearings function as it relates to P5 immigrant applications.
,
,
Arizona,
,"January 26, 2020‚ Arizona‚Äôs Health Emergency Operations Center activated to provide support to public health partners and infrastructure to respond to the outbreak."
,"Given similarities between coronavirus and influenza, Arizona‚Äôs coronavirus response is guided by the state‚Äôs existing influenza pandemic response plan, which was recently updated in May 2019.‚ÄØ"
,"The Arizona Department of Health Services is hosting a series of COVID-19 public health webinars tailored to different partners and stakeholders, including law enforcement, health plans, Schools (K-12)/Childcare, EMS/911, businesses, long-term care facilities, and health care providers."
,"March 11, 2020‚ Governor Ducey issued a Declaration of Emergency and an Executive Order to provide health officials and administrators with tools and guidance necessary to combat the continued spread of COVID-19 and to reduce financial burdens on Arizonans by lowering healthcare costs associated with the virus."
,"March 12, 2020 ‚ Arizona signed S.B. 1051, legislation introduced by Senator Kate Brophy McGee to appropriate $55 million to the Public Health Emergency Fund to support Arizona‚Äôs efforts to combat the continued spread of COVID-19."
,"March 15, 2020 ‚ The Governor and Boys & Girls Clubs Arizona Alliance announced emergency operational funding to support youth impacted by COVID-19 school closures. The partnership will enable state funding to compensate Boys & Girls Clubs to provide expanded services to Arizona families, while encouraging and leveraging private donations from individuals, corporations and foundations."
,"The Governor also announced the closure of all schools from Monday, March 16, 2020 through Friday, March 27, 2020."
,"March 15, 2020 ‚ The Governor ordered a statewide closure of schools through at least March 27."
,"March 16, 2020 ‚ The Governor announced the cancellation of large events and mass gatherings such as conferences, festivals, parades, concerts, sporting events, weddings and other types of assemblies."
,"March 15, 2020 ‚ The Governor ordered a statewide closure of schools through at least March 27."
,"March 16, 2020 ‚ The Governor announced large events and mass gatherings such as conferences, festivals, parades, concerts, sporting events, weddings and other types of assemblies should be cancelled."
,"March 19, 2020 ‚ The Governor announced the following executive actions:"
,Activation of the National Guard to assist grocery stores and food banks with re-stocking shelves in the face of heightened demand.
,Signing of an executive order that halts all elective surgeries to free up medical resources and maintain the capacity for hospitals and providers to continue offering vital services.
,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food."
,Signing of an executive order to delay expiration dates on driver licenses ensuring residents over the age of 65 do not need to visit Motor Vehicle Division offices to renew their driver licenses during the public health emergency.
,"March 19, 2020 ‚ The Governour announced the U.S. Small Business Administration (SBA) approved an Economic Injury Disaster Loan declaration for Arizona that will help small businesses."
,"March 20, 2020 ‚The Governor announced a two-week extension of school closures through April 10, 2020."
,"March 20, 2020 ‚ The Governor issued an executive order aimed at providing certainty and economic relief to taxpayers. The order includes the following provisions:"
,Waives the one-week waiting period after an employee loses a job before they apply for unemployment benefits;
,Waives work search requirements for those receiving unemployment benefits;
,"Adds people who work at a business that has been temporarily closed or has reduced hours because of COVID-19, who have to quarantine because of COVID-19, or who have to care for a family member with COVID-19 to the list of people eligible for unemployment insurance; and"
,Waives any increase in employer payments to the unemployment insurance fund for businesses whose employees receive benefits under this provision.
,"March 20, 2020 ‚ The Governor issued an administrative action extending the deadline for filing and paying state income taxes from April 15 to July 15, 2020."
,"March 23, 2020 ‚ The Governor issued an executive order implementing an Enhanced Surveillance Advisory that will accelerate tracking of COVID-19 cases and strengthen the ability of the Arizona Department of Health Services to respond to the outbreak."
,"March 23, 2020 ‚ The Governor issued an executive order clarifying businesses and operations deemed ‚Äúessential‚Äù by the state and providing certainty to business owners, employees, families and allowing child care to remain open."
,"March 23, 2020- The Centers for Medicare & Medicaid Services (CMS) approved Arizona‚Äôs request for a Section 1135 Medicaid waiver. The approved waiver enables Arizona to provide flexibilities in Medicaid provider screening and enrollment, forgo certain pre-admission screening and annual resident review assessments, lift prior authorization requirements and extend current prior authorization approvals."
,"March 24, 2020 ‚ The Governor issued an executive order delaying the enforcement of eviction action orders for renters remaining in effect for 120 days."
,"March 24, 2020 ‚ The Governor announced a partnership to launch Arizona Enrichment Centers to offer childcare for the children of first responders, critical healthcare workers, and essential public sector workers, including child safety workers."
,"March 24, 2020 ‚ The Governor notified the Center For Medicare and Medicaid Services (CMS) of his decision to exempt the State of Arizona from a federal regulation requiring Certified Registered Nurse Anesthetists (CRNAs) to be supervised by a physician. The reform will expand access to care, especially in rural areas, and free up physicians for other needed medical services."
,"March 24, 2020 ‚ The Governor announced a new partnership between the state of Arizona, the BSTRONG Initiative partnering with the Global Empowerment Mission, and the Verstandig Foundation to secure up to 1 million N-95 masks and other equipment for Arizona health care professionals."
,"March 24, 2020 ‚ The Governor launched the Arizona Together initiative to connect individuals and businesses to resources, raising money for community organizations and providing information on volunteer opportunities."
,"March 25, 2020 ‚ The Governor signed H.B. 2668 to bring more resources into Arizona‚Äôs health care system by increasing Arizona Health Care Cost Containment System (AHCCCS) provider rates for hospitals, doctors and more."
,"March 25, 2020 ‚ The Governor issued an executive order requiring health care insurance companies to expand telemedicine coverage for all services that would normally be covered for an in-person visit."
,"March 25, 2020 ‚ The Governor announced Arizona has received more than $5.3 million in grant funding from the Department of Health and Human Services (HHS) to help communities provide meals for older adults."
,"March 26, 2020 ‚ The Governor announced the Arizona Department of Environmental Quality (ADEQ) will waive emissions testing for vehicle owners 65 and older for up to one year to allow them to renew their vehicle registrations."
,"March 26, 2020 ‚ The Governor issued an executive order with the following provisions:"
,"State agencies and boards will defer requirements to renew licenses that have an expiration date between March 1, 2020 and September 1, 2020 by six months from the expiration date;"
,State agencies and boards will suspend any rules that prevent or limit the amount of online or alternative learning hours permitted to issue or renew a license; and
,State agencies and boards will issue provisional licenses to applicants who have met all other requirements of Arizona statute and administrative code but cannot take the exam remotely.
,"March 26, 2020 ‚ The Governor issued an executive order with the following provisions:"
,"Requires hospitals to increase the amount of hospital bed capacity in the state, take steps to optimize staffing levels and maximize critical resources; and"
,Requires hospitals to activate their facility emergency plans.
,"March 26, 2020 ‚ The Governor announced a cooperative agreement with the state‚Äôs largest electric utilities to continue to provide reliable electricity to homes, hospitals, and businesses."
,"March 27, 2020 ‚ The Governor announced $5 million in new funding to help Arizonans struggling to make rent as part of a Rental Eviction Prevention Assistance Program being launched by the Arizona Department of Housing."
,"March 27, 2020 ‚ The Governor signed H.B. 2910, legislation to support schools during closures, provide clarity and flexibility on statewide testing requirements and school letter grades, give direction on make-up days and require learning opportunities for students to continue."
,"March 27, 2020 ‚ The Governor signed S.B. 1694, legislation to expand access to unemployment benefits and waiving certain Arizona Department of Economic Security (DES) eligibility requirements."
,"March 28, 2020 ‚ The Governor signed a bipartisan state budget agreement that adds $50 million for Arizona‚Äôs COVID-19 response ‚  dollars to assist Arizonans needing eviction assistance, struggling small businesses, food banks and homeless population."
,"March 30, 2020 ‚ The Governor issued an executive order, ‚ÄúStay Home, Stay Healthy, Stay Connected,‚Äù to promote increased physical distancing, while encouraging social connectedness among citizens."
,"March 30, 2020 ‚ The Governor announced an initial $6.7 million in funding to support Arizona food banks, nutrition programs and programs that serve the homeless."
,"March 30, 2020 ‚ The Governor announced a cooperative agreement with the state‚Äôs banks to protect small businesses and families from eviction and foreclosure."
,"March 30, 2020 ‚ The Governor announced the extension of Arizona school closures through the end of the school year."
,"March 31, 2020 ‚ The Governor announced the Arizona Department of Liquor Licenses and Control will defer the payment of all liquor licensing fees by 90 days."
,"April 1, 2020 ‚ The Governor announced the contribution of $250,000 by Arizona Public Service (APS) to the AZ Coronavirus Relief Fund."
,"April 1, 2020 ‚ The Governor made a request to U.S. Department of Agriculture (USDA) to assist Arizona‚Äôs dairy farmers by finding solutions to restart the international export of Arizona dairy products to Mexico."
,"April 1, 2020 ‚ The Governor issued an executive ordered allowing for pets and animals to be examined by their veterinarians through telemedicine."
,"April 1, 2020 ‚ The Governor requested a Presidential Major Disaster Declaration from the federal government ‚ a procedural step to pull down necessary federal assets and resources to assist in the state‚Äôs response efforts."
